"COMMENT_ID","CONTENT","TAG"
"Bc3IfTK0phsudnsevBM2tLTmNGmfkIDcvvqO-RLG7x4","What I'll do with my Xbox One when I buy it. ""Xbox Open Internet Explorer""  ""XBox go to Amazon"" ""Xbox buy me a PS4"" ""Xbox sell yourself on ebay"" ""Xbox  shutdown."" ",0
"z12ye5kjwk2mu1j5204cdpl4yzqqwbcxeoo0k","what is that game at0:20﻿",0
"z12zcxjidsjyxzyor04cdfbr5ur4tho5cnw0k","what is the song ?????????????﻿",0
"z13hsf1aysv0tzkrp04cjhwrfqj5zd3bqys0k","What is the Song in this. #PS4lyfe ﻿",0
"Bc3IfTK0phsjT5GXkCjRsnA6ayKgFHbIBaDxRZ1ZTtM","What? I can't play my ps3 games and i can't watch my blue rays? Looks like  this ps4 sux!! I'm gonna buy the xbox one this time!!",0
"z13giltwmrnhub4lr230sti5rwi5jfok4","What's the game at 0:43﻿",0
"z12kujnp1ofxjzjuw23azttzyym3svwlb","When it all began. :,)﻿",0
"Bc3IfTK0phvznOrZozDXCv4Tg_vK2ln6paYHu-sbi30","When the playstation 4 release in indonesia",0
"z12bhnraembxvhjtq22zjn1j2ob4hlbv0","When will you guys regales the psvita minecraft﻿",0
"z13gyj0almztwjobu04cfxyg5wekwlq4zg0","When will you guys release the minecraft psvita ﻿",0
"z13stxca4zn3jnbtm23tyfwablfnwvspj04","When you play online on the Ps4, will you be able to play with and add  freinds from Ps3? So you can play online with them even though I use a Ps4  and my friend is using a Ps3?﻿",0
"z12oe3xbry3zhbzmv22svt0jnuntsbmp004","When you will play online... It costs to play online?﻿",0
"Bc3IfTK0phsa-vk7zszOaXf4Zjv1js7bxdZrBSBHTgw","where i can buy this play stations 4 ? ",0
"z13yivwjizqeifcnf233t3fzrpfqjhujp04","Where.......is......crash bandicoot. .........where.....WHERE IS HE!!!! ﻿",0
"Bc3IfTK0phvv5VrG-jEjeI-1mswDnxoFtSfieXPSCvI","Where's your papers bandejo",0
"Bc3IfTK0phuAjzxyfZnww75VD7fLuDbI-u1DzwbZEpU","which hdmi cable should i buy for the playstation 4..... hdmi1.4b??????",0
"Bc3IfTK0phvJS2LUYViJDoZYQRPgSCotbmjOBQgNX3E","Why can't the PS4 play mp3's it's fucking bullshit, you lost a customer ",0
"Bc3IfTK0phuPLdfd-XCr_-cX7Fkiq-VwiG6QzHkA_44","Wii is awefull ps4!!! Stop being cheap",0
"Bc3IfTK0phukOh9oXzuUIdgowBtKsNjK4RKv0dNqav8","Would you buy a Wii U because of games like Mario 3D World, Smash Bros. 4,  DKC, Mario Kart 8, etc?",0
"Bc3IfTK0phvLg8nL-Zt6Wd9sRj1_9nwt37-UF56kArw","WTF ?! Here in Croatia is like 600 $ and we have highest taxes in EU.",0
"Bc3IfTK0phssVtB-ZrmV9SFbMGYAKG8u9dFU-voQ4eM","Xbox 1 rocks....GAYstation 4 licks crusty balls",0
"Bc3IfTK0phvvaWg22oSYtYo8J4lse56lnxfy5FPNs5w","XBOX ONE IS THE WAY OF THE FUTURE YOU FOOLS ARE LIVING IN THE PAST IF YOU  BUY A PS4 OR WIIU CAN YOU NOT SEE YOU ARE HOLDING BACK THE EVOLUTION OF  MANKIND",0
"z121jzbzwoecf3caj04cjlz4jyvhsbjzcno0k","Xbox one STILL SUCKS﻿",0
"Bc3IfTK0phuVkwzoCDzv5wep1MSYG1fnr4sy6Oa04w4","Yea I have good PC but sony has God Of War so buying it day one",0
"Bc3IfTK0phsJUjd6rH1jCc6LcY1-WWxklLEHn4DxzJc","yeah right, because in 8 years 16 gb will be a lot ...",0
"Bc3IfTK0phvHhJt2aKnxxfzIYuUd2jvDKTsXJHWlmXE","You cant be serious........right?",0
"z13hff2xcz3bczzue23wd5iy5oqwv3lbd04","You guys don't really upload that much hey. ﻿",0
"Bc3IfTK0phtTWoWTne17w5io0alj-qnJN9KeSS4RtnQ","You know you can import from USA right? Sony's products are mostly  region-unlocked so you can buy from one country and play in another  country. Sure it'll take time for shipping but it's worth it to save about  $100",0
"Bc3IfTK0phu_eJ10r_9HImvTIw6Zs-g9_x-tZYbykTQ","You support Sony when you buy the Xbox One... They own Blu-Ray.",0
"Bc3IfTK0pht9F07BEO57jfbG1ALhbddhpctpIp74YWM","YOUR videos? LOL your mommy bought your PS3 and will probably buy your PS4  also, true gamers are the ones that have had a playstation since  playstation 1",0
