"COMMENT_ID","CONTENT","TAG"
"z13xxhsonvzksvjf222myp3g4wiaxvqah04","KATY perry ur a great singer love this song﻿",0
"z124xhpyoma3ejfcn22df3yqqpymedf3s","katy perry very god﻿",0
"z13qhdl5rsjfizqyn04ceznyrwbaxlgz0u40k","LOL :)﻿",0
"z12uu3kjfsnlib5kc22twblhqkbysfstz","Lol! I like the alligator teethbrushing. :)﻿",0
"z12xh3qz5kqlthpmf23ayfbgulepjzyr104","Looks like Nidalee X3﻿",0
"z13zvl5xktaxgjbr304chz1qbxr3jh1rgwg0k","love song and message﻿",0
"z130ivk43k2jf5scz222hjnbqqquvbuk4","love this song﻿",0
"z13zejnwprrhwdomt22fslebyry4v3mvl","love you﻿",0
"z12wg3xbalaxi3fin04cfrnxys3wdrebjg0","meow﻿",0
"z13xstfxal3lsfzk422ysro4tyjguz4x304","nice sng﻿",0
"z13otnd4uvy4gdgu323yvl5r4k2vzdctx","Nicely done.﻿",0
"z13ozbapwzzgxnw1w22lglaznnu2wpq4s04","Not bad﻿",0
"z13sgrf5ynewzzzyh04cejxwukmkwvd4r5c","OMG!i can't stop looking at her boo...﻿",0
"z120dfj4irb3vbrkz23nehkzkneqgjevh","overproduced shit﻿",0
"z13yx54ojkf1hd4gf04cjpmotqv0cr0bygg","perfect &lt;3 we love you katy!! &lt;3&lt;3﻿",0
"z13kuflyxoqkgfi4r04cehrgqzr0h3nirz00k","Porque ROAR tenga 500.000 M de visitas no significa que sea la reina del  pop, ni la ama. Porque sino PSY CON GANGAM STYLE sería el más importante.  ROAR nunca será mejor que BAD ROMANCE. (Dato)﻿",0
"z122zdkjkoqcwzhnq22ovldwxsjhflcej","Que buena esta katy perry, se me caen los huevos﻿",0
"z13qvtpq5wzwv5ivl232wdaz5svksni2v","QUEEN OF THE JUNGLE﻿",0
"z13bftv4lz2he1fgx04chdqzdzn5whiyzqk0k","Rawrrrrrr xD   good to see you after a while﻿",0
"z13ud54wowyuwx1qc04cfj2hkqfutpeqgh4","Roaaaaaaaaar oooooooooooor)) I like this!)﻿",0
"z12wxpm4hze4elhnm22txvaxatefzlb1b","roar :))﻿",0
"z12rjlfw2xnpfhs0i234urybile4xdqhc04","ROAR lol﻿",0
"KkPHYh_qS5YGG70zIbeowdeimVsWRkDGPW4DNx_GUuk","she caught a banana with her stiletto. come. on. i know she's not a  vegetarian.",0
"z12kstz4owbggv12p230vpcwntjbyrqim04","She is fit﻿",0
"z12ngn4bqvudelxal04cffni3qb0eflxwkg0k","She's hot﻿",0
"z13vx1ipdvbcelnnj222vf5qmz3fv5buz","Sorry, but even if Roar will pass Bad Romance, It'll still a stupid song! And I'm sure people will never remember it !﻿",0
"z131yjlayvrbhvyqc04cfblprninjn1z0ts0k","The jungle isn't anywhere close to this in real life﻿",0
"z12vjt35honahvpv223vctlrmn3bzd3bv04","the lannisters send their regards﻿",0
"z12rzd5wxqi2crshu04cfru5asiij5ypzug0k","this is for you friend JNY DEP™﻿",0
"z132hftjmnajujhf323kfvjb5nrmjdgc5","This is so adorable!! So much better than that stupid ""I adore"" video﻿",0
"z13vdfxbvvrswr5yp04cet05zojtupt44uk0k","this song and video is like beyonce's survivor﻿",0
"z12adjwrytneur1ae04cjzbinnijipioimc0k","THIS SONG HAS CHANGED MY LIFE FOR THE BETTER.  AFTER USING IT FOR A SONG  FOR GRADUATION, IT BECAME AN ANTHEM IN MY LIFE.  KATY, I AM GRATEFUL TO  YOU!﻿",0
"z124tpux5wvddvjl422au5qj3uvnixwmv","this video beautilf﻿",0
"z12jfvgidpafgdzs223sjf1hwobldvolw","This video was roaring awesome.﻿",0
"z13zt1epxyfitpp1222zefawqnvmfrhm5","This video will beat Gaga's Bad Romance in the future﻿",0
"z130cjd4eqmhy1fwd04chxmoivqfjztyowk0k","Tiger &gt; Lion.﻿",0
"z131zdcjmwirzndb104cgzrrmwi5v1aich4","Usually not a Katy Perry fan but I really enjoy this song and the video.﻿",0
"z13ey3fotzqluhpms230clfaxnacw35u3","Very good﻿",0
"z12qfjzo5pmjv1lfy22js51hgyjsu5yvc","very roaring song!!!!﻿",0
"z12bfjcr1kz2yj04m04cgb1wrumkzxiwuns0k","Well I guess she had a muscle ﻿",0
"z13purriirbxwxmtz23xypnibnqifd4yj04","Well, really I don't like this song. I'm not sure, it's just a tad  repetitive.  But my god, this music video had me dying!1﻿",0
"z12kvpfhoujrxtwqa04ch3jgeryfi3c4l5c","Wen you says roar I says roar﻿",0
"z12aulnr5w2uuvl0b23vgn1y1se3zxx4p04","When the alligator came out of the water, she must have known she was going  to roar. She probably should have been on ESPN this past Saturday and said  Missouri was going to trounce the Florida Gators. ﻿",0
"z12nwjdh5wqpht4xu04cc5kptqircrxy2s00k","Why isn't she in the kitchen where she belongs? ﻿",0
"z12jtfdodkjpzrjnp23gxzppcrn1hftwl04","yes ... that is how lions work﻿",0
"z12xyx0ofretzxrjz04ccjapcqqwyttpfxo0k","you are nice﻿",0
"z12ihrda3yauexdlr235v55xmlekclsuk","you are perfect!!!!!!!!!!!!!!!!!!!!!!﻿",0
"z12sezjzsliyfdpwa04cdd253zunzxaoagg","Your super﻿",0
